Reaction	Perceptual Analysis_Representation	Perceptual Analysis_Formal Analysis	Perceptual Analysis_Formal Characterization	Personal Interpretation	Contextual Examination	Synthesis_Resolution	Synthesis_Evaluation
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you see? Feedback example: That’s very good.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Why did you think so?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The lobster is painted with definite long strokes of paint, whereas the cat is painted with squiggly strokes. The lobster looks strong because it is very angular and geometric, metallic and robotic. Questioning example: What if this work were realistic instead of having exaggerated forms? What if it had soft instead of hard edges? Feedback example: Why did you think so?	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What do you think this work means? Feedback example: Can you explain this picture in detail to your family when you return home today?			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: How perceptions and attached values may have been changed or strengthened during the process? Feedback example: That’s a really great opinion.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you see? Feedback example: Where (or what) did you see that made you think that?	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Look at the image quietly for at least 30 seconds. And list 10 words or phrases about any aspect of the picture.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: What is the intended impact of the formal analysis on your emotions? Feedback example: You can use metaphor, mimesis, and anthropomorphism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: If you are inside the work, as a particular character, abstract form, or figure, what would you be thinking and feeling? Feedback example: Every interpretive statement should be guided by the fully developed driving pervasive quality and funded by the objective visual facts contained within the work. Check your interpretation is based on visual properties.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Stylistically, does it feel proficient? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you see? Feedback example: It's impressive how well you express your feelings in writing.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Describe more elaborately about the artwork then me.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: What is the intended impact of the formal analysis on your emotions? Feedback example: Stylistic categorizations may be broad as realist, formalist, expressionist, fantastic, and instrumental, or as specific as Abstract Expressionism, Process Art, or Impressionism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: If you are inside the work, as a particular character, abstract form, or figure, what would you be thinking and feeling? Feedback example: Let’s use as rich and as fully developed language as you have to convey the mature emotional and cognitive meaning evoked by the work.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Stylistically, does it feel proficient? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you think about what you see? Feedback example: Let’s avoid the words “good” and “bad” in expressing since normative judgments are premature at this point.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What is the artist’s (physical) point of view? What are your clues? Feedback example: Yes, they look like they are fighting, but no it’s not a crab and it’s not a raccoon. Can you guess it again?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: What is the intended impact of the formal analysis on your emotions? Feedback example: Why did you think so?	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: If you are inside the work, as a particular character, abstract form, or figure, what would you be thinking and feeling? Feedback example: That’s a really great opinion.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Stylistically, does it feel proficient? Feedback example: That’s a really great opinion.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you think about what you see? Feedback example: That’s very good.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: Let’s begin with general statements of obvious thematic content and then work to the specifics of detail and form.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Do you think you meant to feel harmony, explosiveness, abandon, agitation, or what? Feedback example: You can use metaphor, mimesis, and anthropomorphism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: If you are inside the work, as a particular character, abstract form, or figure, what would you be thinking and feeling? Feedback example: Make a claim about your topic: Claim – An explanation or interpretation of some aspect of the artwork			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Technically is it up to what it attempts? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you think about what you see? Feedback example: Where (or what) did you see that made you think that?	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: If the work is very abstract, it is better to venture a guess than to describe it as having no denotative content.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Do you think you meant to feel harmony, explosiveness, abandon, agitation, or what? Feedback example: Stylistic categorizations may be broad as realist, formalist, expressionist, fantastic, and instrumental, or as specific as Abstract Expressionism, Process Art, or Impressionism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: If you are inside the work, as a particular character, abstract form, or figure, what would you be thinking and feeling? Feedback example: Identify support for your claim: Support – Thing you see, feel and know about your claim			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Technically is it up to what it attempts? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you think about what you see? Feedback example: It's impressive how well you express your feelings in writing.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: What else do you see?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Do you think you meant to feel harmony, explosiveness, abandon, agitation, or what? Feedback example: Why did you think so?	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: If you are inside the work, as a particular character, abstract form, or figure, what would you be thinking and feeling? Feedback example: Can you explain this picture in detail to your family when you return home today?			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Technically is it up to what it attempts? Feedback example: That’s a really great opinion.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you wonder about? Feedback example: Let’s avoid the words “good” and “bad” in expressing since normative judgments are premature at this point.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: What do you see that makes you say that?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Is the work calmly symmetrical or actively asymmetrical? Feedback example: You can use metaphor, mimesis, and anthropomorphism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What does it remind you of and make you think of? Feedback example: Every interpretive statement should be guided by the fully developed driving pervasive quality and funded by the objective visual facts contained within the work. Check your interpretation is based on visual properties.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Compositionally, does it hold together? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you wonder about? Feedback example: That’s very good.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: What more can you find?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Is the work calmly symmetrical or actively asymmetrical? Feedback example: Stylistic categorizations may be broad as realist, formalist, expressionist, fantastic, and instrumental, or as specific as Abstract Expressionism, Process Art, or Impressionism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What does it remind you of and make you think of? Feedback example: Let’s use as rich and as fully developed language as you have to convey the mature emotional and cognitive meaning evoked by the work.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Compositionally, does it hold together? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you wonder about? Feedback example: Where (or what) did you see that made you think that?	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: Why did you think so?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Is the work calmly symmetrical or actively asymmetrical? Feedback example: Why did you think so?	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What does it remind you of and make you think of? Feedback example: That’s a really great opinion.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Compositionally, does it hold together? Feedback example: That’s a really great opinion.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What do you wonder about? Feedback example: It's impressive how well you express your feelings in writing.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: Look at the image quietly for at least 30 seconds. And list 10 words or phrases about any aspect of the picture.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: What mood is presented? How are we meant to feel in the presence of this piece? Why? What’s the evidence? Feedback example: You can use metaphor, mimesis, and anthropomorphism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What does it remind you of and make you think of? Feedback example: Make a claim about your topic: Claim – An explanation or interpretation of some aspect of the artwork			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Is the best commercial poster as good as the best “fine” art? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What’s your first response to this work? Feedback example: Let’s avoid the words “good” and “bad” in expressing since normative judgments are premature at this point.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: Describe more elaborately about the artwork then me.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: What mood is presented? How are we meant to feel in the presence of this piece? Why? What’s the evidence? Feedback example: Stylistic categorizations may be broad as realist, formalist, expressionist, fantastic, and instrumental, or as specific as Abstract Expressionism, Process Art, or Impressionism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What does it remind you of and make you think of? Feedback example: Identify support for your claim: Support – Thing you see, feel and know about your claim			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Is the best commercial poster as good as the best “fine” art? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What’s your first response to this work? Feedback example: That’s very good.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a sun with reddish and black. Questioning example: What can you say is the characteristic of this work? Feedback example: Yes, they look like they are fighting, but no it’s not a crab and it’s not a raccoon. Can you guess it again?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: What mood is presented? How are we meant to feel in the presence of this piece? Why? What’s the evidence? Feedback example: Why did you think so?	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What does it remind you of and make you think of? Feedback example: Can you explain this picture in detail to your family when you return home today?			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Is the best commercial poster as good as the best “fine” art? Feedback example: That’s a really great opinion.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What’s your first response to this work? Feedback example: Where (or what) did you see that made you think that?	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a witch hat with stars on it. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: Let’s begin with general statements of obvious thematic content and then work to the specifics of detail and form.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Why are we meant to focus where we do? Feedback example: You can use metaphor, mimesis, and anthropomorphism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What title would you give this work if you were the artist? Why? Feedback example: Every interpretive statement should be guided by the fully developed driving pervasive quality and funded by the objective visual facts contained within the work. Check your interpretation is based on visual properties.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Is the work valid in its purpose? Feedback example: How about making an evaluation of the expressive content of the work in relation to personal and social values.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What’s your first response to this work? Feedback example: It's impressive how well you express your feelings in writing.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a witch hat with stars on it. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: If the work is very abstract, it is better to venture a guess than to describe it as having no denotative content.		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Why are we meant to focus where we do? Feedback example: Stylistic categorizations may be broad as realist, formalist, expressionist, fantastic, and instrumental, or as specific as Abstract Expressionism, Process Art, or Impressionism.	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What title would you give this work if you were the artist? Why? Feedback example: Let’s use as rich and as fully developed language as you have to convey the mature emotional and cognitive meaning evoked by the work.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Is the work valid in its purpose? Feedback example: Your evaluation may include your personal experience, in light of expert opinion, and finally an evaluation of the work in question in light of all that has been learned.
Step explanation: Initial, general, global, intuitive, evaluative response. Utterance example: It’s ugly. Questioning example: What does it remind you of? Feedback example: Let’s avoid the words “good” and “bad” in expressing since normative judgments are premature at this point.	Step explanation: Obvious thematic, formal, and technical. Description tells us what an object is and what it is for. Begin with obvious features, such as representational and illusional qualities. Utterance example: It looks like a witch hat with stars on it. Questioning example: And the orange thing is the cloud.What’s going on? Feedback example: What else do you see?		Step explanation: Intended impact of the forms, colors, theme, and their relationships. Characterize the formal qualities. This is a combination of analysis and creative projection and serves as a bridge to interpretation. Utterance example: The artist has placed the cat backing off the canvas. The expression on its face is frightened. The lobster takes up more space on the canvas. Its diagonal direction of attack is more forceful than the cat’s position of retreat. Questioning example: Why are we meant to focus where we do? Feedback example: Why did you think so?	Step explanation: Interpretation brings personal associative experience that analyzing content, form, and character, to find out intentional meaning beyond surface. Interpretation tells us what the object means, answering the question; what is this work all about? Since interpretation is creative activity, multiple interpretations should be included in interactive educational critiques. Utterance example: I can see that when he makes his painting it’s like a puzzle. It’s like a mystery you have to try and find what he put in. I think that his pitchers are real pure and like pure water. I think that he sees two halves, the first is bright and colorful and the second is dreary but ok. Questioning example: What title would you give this work if you were the artist? Why? Feedback example: That’s a really great opinion.			Step explanation: Theories such as formalism, expressionism, mimesis, pragmatism, and conceptualism should be brought to bear on making a summative judgment of an artwork. It is appropriate to evaluate the experience of encountering the work. Evaluation tells us what the object is worth. Utterance example: It’s a good painting because you can see that the artist used different colors and stuff. Questioning example: Is the work valid in its purpose? Feedback example: That’s a really great opinion.
